Technique ID,Technique Name,Is Sub-Technique,Parent Technique ID,Parent Technique Name,Tactics,Platforms,Data Components,Data Component Count,Log Sources,Log Source Count,Threat Groups Using This Technique,Threat Group Count
T1593.003,Search Open Websites/Domains: Code Repositories,True,T1593,Search Open Websites/Domains,Reconnaissance,PRE,,0,,0,"Contagious Interview, HAFNIUM, LAPSUS$",3
T1594,Search Victim-Owned Websites,False,,,Reconnaissance,PRE,Application Log Content,1,Application Log,1,"EXOTIC LILY, Kimsuky, Sandworm Team, Silent Librarian, TA578, Volt Typhoon",6
T1595,Active Scanning,False,,,Reconnaissance,PRE,"Network Traffic Content
Network Traffic Flow",2,Network Traffic,1,,0
T1595.001,Active Scanning: Scanning IP Blocks,True,T1595,Active Scanning,Reconnaissance,PRE,"Network Traffic Content
Network Traffic Flow",2,Network Traffic,1,"Ember Bear, TeamTNT",2
T1595.002,Active Scanning: Vulnerability Scanning,True,T1595,Active Scanning,Reconnaissance,PRE,"Network Traffic Content
Network Traffic Flow",2,Network Traffic,1,"APT28, APT29, APT41, Aquatic Panda, Dragonfly, Earth Lusca, Ember Bear, Leviathan, Magic Hound, Sandworm Team, TeamTNT, Volatile Cedar, Winter Vivern",13
T1595.003,Active Scanning: Wordlist Scanning,True,T1595,Active Scanning,Reconnaissance,PRE,Network Traffic Content,1,Network Traffic,1,"APT41, Volatile Cedar",2
T1596,Search Open Technical Databases,False,,,Reconnaissance,PRE,,0,,0,"APT28, Kimsuky",2
T1596.001,Search Open Technical Databases: DNS/Passive DNS,True,T1596,Search Open Technical Databases,Reconnaissance,PRE,,0,,0,,0
T1596.002,Search Open Technical Databases: WHOIS,True,T1596,Search Open Technical Databases,Reconnaissance,PRE,,0,,0,,0
T1596.003,Search Open Technical Databases: Digital Certificates,True,T1596,Search Open Technical Databases,Reconnaissance,PRE,,0,,0,,0
T1596.004,Search Open Technical Databases: CDNs,True,T1596,Search Open Technical Databases,Reconnaissance,PRE,,0,,0,,0
T1596.005,Search Open Technical Databases: Scan Databases,True,T1596,Search Open Technical Databases,Reconnaissance,PRE,,0,,0,"APT41, Volt Typhoon",2
T1597,Search Closed Sources,False,,,Reconnaissance,PRE,,0,,0,EXOTIC LILY,1
T1597.001,Search Closed Sources: Threat Intel Vendors,True,T1597,Search Closed Sources,Reconnaissance,PRE,,0,,0,,0
T1597.002,Search Closed Sources: Purchase Technical Data,True,T1597,Search Closed Sources,Reconnaissance,PRE,,0,,0,LAPSUS$,1
T1598,Phishing for Information,False,,,Reconnaissance,PRE,"Application Log Content
Network Traffic Content
Network Traffic Flow",3,"Application Log
Network Traffic",2,"APT28, Kimsuky, Moonstone Sleet, Scattered Spider, ZIRCONIUM",5
T1598.001,Phishing for Information: Spearphishing Service,True,T1598,Phishing for Information,Reconnaissance,PRE,"Application Log Content
Network Traffic Content
Network Traffic Flow",3,"Application Log
Network Traffic",2,,0
T1598.002,Phishing for Information: Spearphishing Attachment,True,T1598,Phishing for Information,Reconnaissance,PRE,"Application Log Content
Network Traffic Content
Network Traffic Flow",3,"Application Log
Network Traffic",2,"Dragonfly, SideCopy, Sidewinder, Star Blizzard",4
T1598.003,Phishing for Information: Spearphishing Link,True,T1598,Phishing for Information,Reconnaissance,PRE,"Application Log Content
Network Traffic Content
Network Traffic Flow",3,"Application Log
Network Traffic",2,"APT28, APT32, CURIUM, Dragonfly, Kimsuky, Magic Hound, Moonstone Sleet, Mustang Panda, Patchwork, Sandworm Team, Scattered Spider, Sidewinder, Silent Librarian, Star Blizzard, ZIRCONIUM",15
T1598.004,Phishing for Information: Spearphishing Voice,True,T1598,Phishing for Information,Reconnaissance,PRE,Application Log Content,1,Application Log,1,"LAPSUS$, Scattered Spider",2
T1599,Network Boundary Bridging,False,,,Defense Evasion,Network Devices,"Network Traffic Content
Network Traffic Flow",2,"NSM:Flow
networkdevice:syslog",2,APT41,1
T1599.001,Network Boundary Bridging: Network Address Translation Traversal,True,T1599,Network Boundary Bridging,Defense Evasion,Network Devices,"Network Traffic Content
Network Traffic Flow",2,"NSM:Flow
networkdevice:config",2,,0
T1600,Weaken Encryption,False,,,Defense Evasion,Network Devices,"File Modification
Module Load
Network Traffic Content",3,"NSM:Flow
networkdevice:config
snmp:status",3,,0
T1600.001,Weaken Encryption: Reduce Key Space,True,T1600,Weaken Encryption,Defense Evasion,Network Devices,"Command Execution
File Modification
Network Traffic Content",3,"NSM:Flow
networkdevice:cli
networkdevice:config",3,,0
T1600.002,Weaken Encryption: Disable Crypto Hardware,True,T1600,Weaken Encryption,Defense Evasion,Network Devices,"Command Execution
File Modification
Network Traffic Content",3,"NSM:Flow
networkdevice:cli
networkdevice:config",3,,0
T1601,Modify System Image,False,,,Defense Evasion,Network Devices,"Command Execution
File Modification",2,"networkdevice:cli
networkdevice:config",2,,0
T1601.001,Modify System Image: Patch System Image,True,T1601,Modify System Image,Defense Evasion,Network Devices,"Command Execution
File Modification
Firmware Modification",3,"firmware:runtime
networkdevice:cli
networkdevice:config",3,,0
T1601.002,Modify System Image: Downgrade System Image,True,T1601,Modify System Image,Defense Evasion,Network Devices,"Command Execution
File Metadata
File Modification",3,"networkdevice:cli
networkdevice:config
networkdevice:syslog",3,,0
T1602,Data from Configuration Repository,False,,,Collection,Network Devices,"Network Connection Creation
Network Traffic Content",2,"NSM:Flow
networkdevice:syslog",2,,0
T1602.001,Data from Configuration Repository: SNMP (MIB Dump),True,T1602,Data from Configuration Repository,Collection,Network Devices,"File Modification
Network Connection Creation
Network Traffic Content",3,"NSM:Flow
networkdevice:audit
networkdevice:syslog",3,,0
T1602.002,Data from Configuration Repository: Network Device Configuration Dump,True,T1602,Data from Configuration Repository,Collection,Network Devices,"Command Execution
Network Connection Creation
Network Traffic Content
User Account Authentication",4,"NSM:Flow
networkdevice:cli
networkdevice:syslog
snmp:access",4,Salt Typhoon,1
T1606,Forge Web Credentials,False,,,Credential Access,"IaaS, Identity Provider, Linux, Office Suite, SaaS, Windows, macOS","File Access
Logon Session Creation
Network Traffic Content
Process Access
Web Credential Creation
Web Credential Usage",6,"AWS:CloudTrail
NSM:Connections
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
azure:signinlogs
m365:oauth
m365:signinlogs
m365:unified
macos:unifiedlog
saas:auth",11,,0
T1606.001,Forge Web Credentials: Web Cookies,True,T1606,Forge Web Credentials,Credential Access,"IaaS, Linux, SaaS, Windows, macOS","File Access
File Creation
Logon Session Creation
Network Connection Creation
Web Credential Usage",5,"AWS:CloudTrail
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
m365:unified
macos:unifiedlog
saas:access",7,,0
T1606.002,Forge Web Credentials: SAML Tokens,True,T1606,Forge Web Credentials,Credential Access,"IaaS, Identity Provider, Office Suite, SaaS, Windows","Logon Session Creation
Logon Session Metadata
User Account Authentication
Web Credential Creation
Web Credential Usage",5,"AWS:CloudTrail
CloudTrail:Signin
WinEventLog:ADFS
WinEventLog:Security
azure:signinlogs
m365:exchange
m365:sharepoint
m365:unified
saas:access",9,,0
T1608,Stage Capabilities,False,,,Resource Development,PRE,Response Content,1,Internet Scan,1,Mustang Panda,1
T1608.001,Stage Capabilities: Upload Malware,True,T1608,Stage Capabilities,Resource Development,PRE,Response Content,1,Internet Scan,1,"APT32, APT42, BITTER, BlackByte, Contagious Interview, EXOTIC LILY, Earth Lusca, FIN7, Gamaredon Group, HEXANE, Kimsuky, LazyScripter, LuminousMoth, Moonstone Sleet, Mustang Panda, Mustard Tempest, OilRig, Saint Bear, Sandworm Team, SideCopy, Star Blizzard, TA2541, TA505, TeamTNT, Threat Group-3390",25
T1608.002,Stage Capabilities: Upload Tool,True,T1608,Stage Capabilities,Resource Development,PRE,Response Content,1,Internet Scan,1,"Medusa Group, Threat Group-3390",2
T1608.003,Stage Capabilities: Install Digital Certificate,True,T1608,Stage Capabilities,Resource Development,PRE,Response Content,1,Internet Scan,1,Sea Turtle,1
T1608.004,Stage Capabilities: Drive-by Target,True,T1608,Stage Capabilities,Resource Development,PRE,Response Content,1,Internet Scan,1,"APT32, CURIUM, Dragonfly, FIN7, LuminousMoth, Mustard Tempest, Threat Group-3390, Transparent Tribe",8
T1608.005,Stage Capabilities: Link Target,True,T1608,Stage Capabilities,Resource Development,PRE,Response Content,1,Internet Scan,1,"FIN7, LuminousMoth, Silent Librarian",3
T1608.006,Stage Capabilities: SEO Poisoning,True,T1608,Stage Capabilities,Resource Development,PRE,Response Content,1,Internet Scan,1,Mustard Tempest,1
T1609,Container Administration Command,False,,,Execution,Containers,"Command Execution
Process Creation",2,"docker:daemon
kubernetes:apiserver",2,TeamTNT,1
T1610,Deploy Container,False,,,"Defense Evasion, Execution",Containers,"Application Log Content
Container Start
Network Traffic Content
Process Creation",4,"containerd:runtime
docker:daemon
docker:events
ebpf:syscalls",4,TeamTNT,1
T1611,Escape to Host,False,,,Privilege Escalation,"Containers, ESXi, Linux, Windows","Container Creation
File Creation
Kernel Module Load
OS API Execution
Process Creation
Volume Modification",6,"WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
docker:daemon
esxi:vmkernel
kubernetes:apiserver
linux:Sysmon",7,TeamTNT,1
T1612,Build Image on Host,False,,,Defense Evasion,Containers,"Image Creation
Network Connection Creation",2,"NSM:Flow
docker:daemon",2,,0
T1613,Container and Resource Discovery,False,,,Discovery,Containers,"Container Enumeration
Pod Enumeration",2,"docker:daemon
kubernetes:apiserver",2,TeamTNT,1
T1614,System Location Discovery,False,,,Discovery,"IaaS, Linux, Windows, macOS","Command Execution
Network Traffic Content
OS API Execution
Process Creation",4,"AWS:CloudTrail
WinEventLog:Security
auditd:SYSCALL
azure:vpcflow
etw:Microsoft-Windows-Kernel-Base
linux:Sysmon
macos:osquery
macos:unifiedlog",8,"SideCopy, Volt Typhoon",2
T1614.001,System Location Discovery: System Language Discovery,True,T1614,System Location Discovery,Discovery,"Linux, Windows, macOS","Command Execution
OS API Execution
Process Creation
Windows Registry Key Access",4,"ETW
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
linux:Sysmon
macos:osquery
macos:unifiedlog",7,"BlackByte, Ke3chang, Malteiro, Storm-0501",4
T1615,Group Policy Discovery,False,,,Discovery,Windows,"Active Directory Object Access
Command Execution
Network Traffic Content
Process Creation",4,"NSM:Flow
WinEventLog:PowerShell
WinEventLog:Security
WinEventLog:Sysmon",4,Turla,1
T1619,Cloud Storage Object Discovery,False,,,Discovery,IaaS,"Cloud Storage Access
Cloud Storage Enumeration",2,AWS:CloudTrail,1,,0
T1620,Reflective Code Loading,False,,,Defense Evasion,"Linux, Windows, macOS","Module Load
OS API Execution
Process Access
Process Creation
Script Execution",5,"WinEventLog:Sysmon
auditd:MMAP
auditd:SYSCALL
etw:Microsoft-Antimalware-Scan-Interface
etw:Microsoft-Windows-DotNETRuntime
macos:unifiedlog",6,"FIN7, Gamaredon Group, Kimsuky, Lazarus Group",4
T1621,Multi-Factor Authentication Request Generation,False,,,Credential Access,"IaaS, Identity Provider, Linux, Office Suite, SaaS, Windows, macOS","Application Log Content
Logon Session Metadata
User Account Authentication",3,"AWS:CloudTrail
NSM:Connections
WinEventLog:Security
auditd:AUTH
azure:signinlogs
macos:unifiedlog
saas:okta",7,"APT29, LAPSUS$, Scattered Spider",3
T1622,Debugger Evasion,False,,,"Defense Evasion, Discovery","Linux, Windows, macOS","File Access
OS API Execution
Process Creation",3,"WinEventLog:Sysmon
auditd:SYSCALL
etw:Microsoft-Windows-Kernel-Process
macos:unifiedlog",4,Mustang Panda,1
T1647,Plist File Modification,False,,,Defense Evasion,macOS,"Command Execution
File Modification
Process Creation",3,macos:unifiedlog,1,,0
T1648,Serverless Execution,False,,,Execution,"IaaS, Office Suite, SaaS","Application Log Content
Cloud Service Modification",2,"AWS:CloudTrail
m365:exchange
m365:unified
saas:appsscript
saas:googledrive",5,,0
T1649,Steal or Forge Authentication Certificates,False,,,Credential Access,"Identity Provider, Linux, Windows, macOS","Active Directory Credential Request
Active Directory Object Modification
Application Log Content
Command Execution
File Access
Windows Registry Key Access",6,"WinEventLog:Security
auditd:SYSCALL
azure:signinlogs
m365:unified
macos:keychain
macos:unifiedlog",6,APT29,1
T1650,Acquire Access,False,,,Resource Development,PRE,,0,,0,Medusa Group,1
T1651,Cloud Administration Command,False,,,Execution,IaaS,"Command Execution
Process Creation
Script Execution",3,"AWS:CloudTrail
azure:activity
azure:vmguest",3,APT29,1
T1652,Device Driver Discovery,False,,,Discovery,"Linux, Windows, macOS","Command Execution
File Access
Process Creation
Windows Registry Key Modification",4,"WinEventLog:Security
WinEventLog:Sysmon
auditd:FS
auditd:SYSCALL
macos:unifiedlog",5,Medusa Group,1
T1653,Power Settings,False,,,Persistence,"Linux, Network Devices, Windows, macOS","Command Execution
File Modification
Process Creation",3,"WinEventLog:Security
auditd:PATH
auditd:SYSCALL
macos:unifiedlog",4,,0
T1654,Log Enumeration,False,,,Discovery,"ESXi, IaaS, Linux, Windows, macOS","Command Execution
File Access
Process Creation",3,"AWS:CloudTrail
WinEventLog:Security
auditd:PATH
auditd:SYSCALL
azure:activity
esxi:hostd
esxi:shell
macos:unifiedlog",8,"APT5, Aquatic Panda, Ember Bear, Mustang Panda, Volt Typhoon",5
T1656,Impersonation,False,,,Defense Evasion,"Linux, Office Suite, SaaS, Windows, macOS","Application Log Content
Command Execution
Logon Session Creation",3,"Application:Mail
WinEventLog:Security
auditd:SYSCALL
gcp:workspaceaudit
m365:unified
macos:unifiedlog",6,"APT41, APT42, Contagious Interview, Kimsuky, LAPSUS$, Saint Bear, Scattered Spider, Storm-1811",8
T1657,Financial Theft,False,,,Impact,"Linux, Office Suite, SaaS, Windows, macOS","Application Log Content
Command Execution
File Modification
Logon Session Creation
Process Creation",5,"WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
linux:syslog
m365:office
m365:unified
macos:unifiedlog
saas:finance",8,"Akira, AppleJeus, Cinnamon Tempest, Contagious Interview, FIN13, INC Ransom, Kimsuky, Malteiro, Medusa Group, Play, Scattered Spider, SilverTerrier, Storm-0501, Water Galura",14
T1659,Content Injection,False,,,"Command and Control, Initial Access","Linux, Windows, macOS","Command Execution
File Creation
Network Traffic Content
Process Creation",4,"NSM:Flow
WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
macos:unifiedlog",5,MoustachedBouncer,1
T1665,Hide Infrastructure,False,,,Command and Control,"ESXi, Linux, Network Devices, Windows, macOS","Domain Registration
Network Connection Creation
Network Traffic Content
Process Creation
Response Content
Response Metadata",6,"NSM:Flow
WinEventLog:Security
auditd:SYSCALL
dns:query
esxi:vmkernel
macos:unifiedlog",6,"APT29, ZIRCONIUM",2
T1666,Modify Cloud Resource Hierarchy,False,,,Defense Evasion,IaaS,Cloud Service Modification,1,AWS:CloudTrail,1,,0
T1667,Email Bombing,False,,,Impact,"Linux, Office Suite, Windows, macOS","Application Log Content
File Creation",2,"Application:Mail
WinEventLog:Sysmon
auditd:SYSCALL
fs:fsusage
m365:exchange
m365:unified
macos:unifiedlog",7,Storm-1811,1
T1668,Exclusive Control,False,,,Persistence,"Linux, Windows, macOS","Command Execution
Process Creation
Process Termination",3,"WinEventLog:Security
WinEventLog:Sysmon
auditd:SYSCALL
linux:syslog
macos:osquery
macos:unifiedlog",6,,0
T1669,Wi-Fi Networks,False,,,Initial Access,"Linux, Network Devices, Windows, macOS","Firewall Rule Modification
Network Connection Creation
Network Traffic Content
Network Traffic Flow
User Account Authentication",5,"NSM:Firewall
WIDS:AssociationLogs
WinEventLog:Microsoft-Windows-WLAN-AutoConfig
WinEventLog:Security
auditd:SYSCALL
linux:syslog
macos:osquery
macos:unifiedlog",8,APT28,1
T1671,Cloud Application Integration,False,,,Persistence,"Office Suite, SaaS","Active Directory Object Modification
Application Log Content
Cloud Service Modification",3,"azure:audit
m365:unified
saas:audit
saas:integration",4,,0
T1672,Email Spoofing,False,,,Defense Evasion,"Linux, Office Suite, Windows, macOS",Application Log Content,1,"linux:syslog
m365:messagetrace
macos:unifiedlog
saas:email",4,,0
T1673,Virtual Machine Discovery,False,,,Discovery,"ESXi, Linux, Windows, macOS","Command Execution
Process Creation",2,"WinEventLog:Security
auditd:SYSCALL
esxi:shell
macos:unifiedlog",4,UNC3886,1
T1674,Input Injection,False,,,Execution,"Linux, Windows, macOS","Command Execution
Drive Creation
Process Creation
Script Execution",4,"WinEventLog:PowerShell
WinEventLog:Security
WinEventLog:System
auditd:SYSCALL
linux:syslog
macos:unifiedlog",6,FIN7,1
T1675,ESXi Administration Command,False,,,Execution,ESXi,Application Log Content,1,esxi:hostd,1,UNC3886,1
T1677,Poisoned Pipeline Execution,False,,,Execution,SaaS,"Cloud Service Metadata
Cloud Service Modification
Cloud Storage Access
Command Execution
File Metadata",5,"saas:PRMetadata
saas:RepoEvents
saas:github",3,,0
T1678,Delay Execution,False,,,Defense Evasion,"Linux, Windows, macOS","Module Load
Process Creation
Script Execution",3,"WinEventLog:Sysmon
auditd:PROCTITLE
auditd:SYSCALL
macos:unifiedlog",4,Mustang Panda,1
T1679,Selective Exclusion,False,,,Defense Evasion,Windows,"Command Execution
File Modification
Process Creation",3,"WinEventLog:PowerShell
WinEventLog:Security",2,,0
T1680,Local Storage Discovery,False,,,Discovery,"ESXi, IaaS, Linux, Windows, macOS","Command Execution
Process Creation
User Account Authentication",3,"WinEventLog:Sysmon
auditd:EXECVE
auditd:SYSCALL
esxi:auth
esxi:hostd
macos:unifiedlog",6,"Chimera, Confucius, Higaisa, Kimsuky, Lazarus Group, Patchwork, TeamTNT, ToddyCat, Tropic Trooper, Volt Typhoon",10
T1681,Search Threat Vendor Data,False,,,Reconnaissance,PRE,,0,,0,"Contagious Interview, UNC3886",2
